sample_id,municipality_code,prefecture,municipality_name,layer,population_category,region_block,official_site_url,top_page_url,contact_page_url,service_page_url,hub_page_url,article_page_url,selection_reason,notes
S0056,012033,北海道,小樽市,municipality,C,hokkaido,https://www.city.otaru.lg.jp/,https://www.city.otaru.lg.jp/,https://www.city.otaru.lg.jp/contact/goiken_otoiawase/,https://www.city.otaru.lg.jp/docs/2020111000506/,https://www.city.otaru.lg.jp/navi/kurashi/,https://www.city.otaru.lg.jp/docs/2025030300072/,regional_balance,人口約10万; top=WebFetch; contact=top link; service=WebSearch(児童手当); hub=top nav; article=top news
S0057,012246,北海道,千歳市,municipality,C,hokkaido,https://www.city.chitose.lg.jp/,https://www.city.chitose.lg.jp/,https://www.city.chitose.lg.jp/docs/doc78572.html,https://www.city.chitose.lg.jp/docs/34908.html,https://www.city.chitose.lg.jp/95/,https://www.city.chitose.lg.jp/docs/41357.html,regional_balance,人口約9万; top=WebFetch; contact=top link; service=WebSearch(児童手当); hub=top link; article=top news
S0058,012106,北海道,岩見沢市,municipality,C,hokkaido,https://www.city.iwamizawa.hokkaido.jp/,https://www.city.iwamizawa.hokkaido.jp/,https://www.city.iwamizawa.hokkaido.jp/soshiki/shomuka/iwamizawashi_shokai/3872.html,https://www.city.iwamizawa.hokkaido.jp/soshiki/kodomoka/kosodate/4/2426.html,https://www.city.iwamizawa.hokkaido.jp/lifescene/index.html,https://www.city.iwamizawa.hokkaido.jp/soshiki/johoseisakuka/internet/9242.html,regional_balance,人口約7万; top=WebFetch; contact=WebSearch(市役所); service=WebSearch(児童手当)→404確認; hub=top nav; article=WebSearch
S0059,012092,北海道,夕張市,municipality,D,hokkaido,https://www.city.yubari.lg.jp/,https://www.city.yubari.lg.jp/,https://www.city.yubari.lg.jp/soshiki/2/5017.html,https://www.city.yubari.lg.jp/soshiki/11/1658.html,https://www.city.yubari.lg.jp/life/1/,https://www.city.yubari.lg.jp/site/mayor/7289.html,rural_representative,過疎地域; top=WebFetch; contact=top link; service=WebSearch(児童手当); hub=top nav; article=top news(市長コラム)
S0060,012271,北海道,歌志内市,municipality,D,hokkaido,https://www.city.utashinai.hokkaido.jp/,https://www.city.utashinai.hokkaido.jp/,https://www.city.utashinai.hokkaido.jp/hotnews/detail/00000317.html,https://www.city.utashinai.hokkaido.jp/kosodate/detail/00001994.html,https://www.city.utashinai.hokkaido.jp/hotnews/category/3.html,https://www.city.utashinai.hokkaido.jp/hotnews/detail/00000127.html,rural_representative,日本最小の市; top=WebFetch; contact=top link; service=WebSearch(児童手当→各種手当); hub=WebSearch(暮らし); article=top news
S0061,013676,北海道,奥尻町,municipality,D,hokkaido,https://www.town.okushiri.lg.jp/,https://www.town.okushiri.lg.jp/,https://www.town.okushiri.lg.jp/hotnews/detail/00000001.html,https://www.town.okushiri.lg.jp/hotnews/detail/00004892.html,https://www.town.okushiri.lg.jp/hotnews/category/3.html,https://www.town.okushiri.lg.jp/hotnews/detail/00001296.html,island_municipality,離島; top=WebFetch; contact=top link; service=WebSearch(幼児教育無償化); hub=WebSearch(暮らし); article=WebSearch(耐震計画)
S0062,015181,北海道,利尻町,municipality,D,hokkaido,https://www.town.rishiri.hokkaido.jp/,https://rishiri-town.jp/,https://rishiri-town.jp/%e5%88%a9%e5%b0%bb%e7%94%ba%e5%bd%b9%e5%a0%b4%e3%81%b8%e3%81%ae%e5%95%8f%e5%90%88%e3%81%9b/,https://rishiri-town.jp/%e5%81%a5%e5%ba%b7%e3%83%bb%e5%ad%90%e8%82%b2%e3%81%a6%e3%83%bb%e7%a6%8f%e7%a5%89/%e5%ad%90%e8%82%b2%e3%81%a6%e6%94%af%e6%8f%b4/,https://rishiri-town.jp/%e3%81%8f%e3%82%89%e3%81%97%e3%83%bb%e5%90%84%e7%a8%ae%e6%89%8b%e7%b6%9a%e3%81%8d/,,island_municipality,離島; 301 redirect www.town.rishiri.hokkaido.jp→rishiri-town.jp; top=WebFetch; contact=footer; service=nav(子育て支援); hub=nav; article=NOT_FOUND(個別記事URL特定不可)
S0063,014591,北海道,美瑛町,municipality,D,hokkaido,https://town.biei.hokkaido.jp/,https://town.biei.hokkaido.jp/,https://town.biei.hokkaido.jp/administration/town/contact.html,https://town.biei.hokkaido.jp/child/child-rearing/support.html,https://town.biei.hokkaido.jp/life/,https://town.biei.hokkaido.jp/administration/election/result/r80208.html,ui_diversity,観光地; top=WebFetch; contact=footer link; service=WebSearch(子育て助成); hub=top nav; article=whatsnew(選挙結果)
S0064,013951,北海道,ニセコ町,municipality,D,hokkaido,https://www.town.niseko.lg.jp/,https://www.town.niseko.lg.jp/,https://www.town.niseko.lg.jp/kokyo_shisetsu/shisetsu/yakuba/,https://www.town.niseko.lg.jp/kurashi/kosodate/kodomo_teate_josei/jidou_teate/,https://www.town.niseko.lg.jp/kurashi/,https://www.town.niseko.lg.jp/information/11647/,ui_diversity,国際観光地; top=WebFetch; contact=WebSearch(町役場); service=WebSearch(児童手当); hub=top nav; article=WebSearch(ジョブフェア)
S0002,020001,青森県,青森県,prefecture,unknown,tohoku,https://www.pref.aomori.lg.jp/,https://www.pref.aomori.lg.jp/,https://www.pref.aomori.lg.jp/contents/contact.html,https://www.pref.aomori.lg.jp/soshiki/kodomo/kodomo/test.html,https://www.pref.aomori.lg.jp/life/,https://www.pref.aomori.lg.jp/koho/r8gousetutaisakuhonbu.html,prefecture_site,top=WebFetch; contact=WebSearch(お問い合わせ); service=WebSearch(児童手当); hub=nav(くらし); article=WebSearch(豪雪対策本部)
S0003,030007,岩手県,岩手県,prefecture,unknown,tohoku,https://www.pref.iwate.jp/,https://www.pref.iwate.jp/,https://www.pref.iwate.jp/about/1016265.html,https://www.pref.iwate.jp/kurashikankyou/kosodate/shoushika/1003476.html,https://www.pref.iwate.jp/kurashikankyou/index.html,https://www.pref.iwate.jp/governor/yotei/1082674/1094560.html,prefecture_site,top=WebFetch; contact=WebSearch; service=WebSearch(児童手当); hub=WebSearch(くらし); article=WebSearch(知事の動き)
S0005,050008,秋田県,秋田県,prefecture,unknown,tohoku,https://www.pref.akita.lg.jp/,https://www.pref.akita.lg.jp/,https://www.pref.akita.lg.jp/pages/genre/14880,https://www.pref.akita.lg.jp/pages/archive/84626,https://www.pref.akita.lg.jp/pages/genre/category-life,https://www.pref.akita.lg.jp/pages/archive/9910,prefecture_site,top=WebFetch; contact=WebSearch; service=WebSearch(児童手当R6.10); hub=WebSearch(暮らし); article=WebSearch(人口月報)
