sample_id,municipality_code,prefecture,municipality_name,layer,population_category,region_block,official_site_url,top_page_url,contact_page_url,service_page_url,hub_page_url,article_page_url,selection_reason,notes
S0029,290009,奈良県,奈良県,prefecture,unknown,kinki,https://www.pref.nara.jp/,,,,,,prefecture_site,総務省コード一覧より
S0030,300004,和歌山県,和歌山県,prefecture,unknown,kinki,https://www.pref.wakayama.lg.jp/,,,,,,prefecture_site,総務省コード一覧より
S0031,310000,鳥取県,鳥取県,prefecture,unknown,chugoku,https://www.pref.tottori.lg.jp/,,,,,,prefecture_site,総務省コード一覧より
S0032,320005,島根県,島根県,prefecture,unknown,chugoku,https://www.pref.shimane.lg.jp/,,,,,,prefecture_site,総務省コード一覧より
S0033,330001,岡山県,岡山県,prefecture,unknown,chugoku,https://www.pref.okayama.jp/,,,,,,prefecture_site,総務省コード一覧より
S0034,340006,広島県,広島県,prefecture,unknown,chugoku,https://www.pref.hiroshima.lg.jp/,,,,,,prefecture_site,総務省コード一覧より
S0035,350001,山口県,山口県,prefecture,unknown,chugoku,https://www.pref.yamaguchi.lg.jp/,,,,,,prefecture_site,総務省コード一覧より
S0036,360007,徳島県,徳島県,prefecture,unknown,shikoku,https://www.pref.tokushima.lg.jp/,,,,,,prefecture_site,総務省コード一覧より
S0037,370002,香川県,香川県,prefecture,unknown,shikoku,https://www.pref.kagawa.lg.jp/,,,,,,prefecture_site,総務省コード一覧より
S0038,380008,愛媛県,愛媛県,prefecture,unknown,shikoku,https://www.pref.ehime.jp/,,,,,,prefecture_site,総務省コード一覧より
S0039,390003,高知県,高知県,prefecture,unknown,shikoku,https://www.pref.kochi.lg.jp/,,,,,,prefecture_site,総務省コード一覧より
S0040,400009,福岡県,福岡県,prefecture,unknown,kyushu_okinawa,https://www.pref.fukuoka.lg.jp/,,,,,,prefecture_site,総務省コード一覧より
S0041,410004,佐賀県,佐賀県,prefecture,unknown,kyushu_okinawa,https://www.pref.saga.lg.jp/,,,,,,prefecture_site,総務省コード一覧より
S0042,420000,長崎県,長崎県,prefecture,unknown,kyushu_okinawa,https://www.pref.nagasaki.jp/,,,,,,prefecture_site,総務省コード一覧より
S0043,430005,熊本県,熊本県,prefecture,unknown,kyushu_okinawa,https://www.pref.kumamoto.jp/,,,,,,prefecture_site,総務省コード一覧より
S0044,440001,大分県,大分県,prefecture,unknown,kyushu_okinawa,https://www.pref.oita.jp/,,,,,,prefecture_site,総務省コード一覧より
S0045,450006,宮崎県,宮崎県,prefecture,unknown,kyushu_okinawa,https://www.pref.miyazaki.lg.jp/,,,,,,prefecture_site,総務省コード一覧より
S0046,460001,鹿児島県,鹿児島県,prefecture,unknown,kyushu_okinawa,https://www.pref.kagoshima.jp/,,,,,,prefecture_site,総務省コード一覧より
S0047,470007,沖縄県,沖縄県,prefecture,unknown,kyushu_okinawa,https://www.pref.okinawa.jp/,,,,,,prefecture_site,総務省コード一覧より
S0048,011002,北海道,札幌市,municipality,A,hokkaido,https://www.city.sapporo.jp/,,,,,,designated_city,政令指定都市
S0049,012041,北海道,旭川市,municipality,B,hokkaido,https://www.city.asahikawa.hokkaido.jp/,,,,,,core_city,中核市
S0050,012025,北海道,函館市,municipality,B,hokkaido,https://www.city.hakodate.hokkaido.jp/,,,,,,core_city,中核市
S0051,012076,北海道,帯広市,municipality,C,hokkaido,https://www.city.obihiro.hokkaido.jp/,,,,,,population_top,人口約16万
S0052,012068,北海道,釧路市,municipality,C,hokkaido,https://www.city.kushiro.lg.jp/,,,,,,population_top,人口約16万
S0053,012084,北海道,北見市,municipality,C,hokkaido,https://www.city.kitami.lg.jp/,,,,,,population_top,人口約11万
S0054,012131,北海道,苫小牧市,municipality,C,hokkaido,https://www.city.tomakomai.hokkaido.jp/,,,,,,population_top,人口約17万
S0055,012173,北海道,江別市,municipality,C,hokkaido,https://www.city.ebetsu.hokkaido.jp/,,,,,,regional_balance,人口約12万
S0056,012033,北海道,小樽市,municipality,C,hokkaido,https://www.city.otaru.lg.jp/,,,,,,regional_balance,人口約10万
S0057,012246,北海道,千歳市,municipality,C,hokkaido,https://www.city.chitose.lg.jp/,,,,,,regional_balance,人口約9万
S0058,012106,北海道,岩見沢市,municipality,C,hokkaido,https://www.city.iwamizawa.hokkaido.jp/,,,,,,regional_balance,人口約7万
S0059,012092,北海道,夕張市,municipality,D,hokkaido,https://www.city.yubari.lg.jp/,,,,,,rural_representative,過疎地域
S0060,012271,北海道,歌志内市,municipality,D,hokkaido,https://www.city.utashinai.hokkaido.jp/,,,,,,rural_representative,日本最小の市
S0061,013676,北海道,奥尻町,municipality,D,hokkaido,https://www.town.okushiri.lg.jp/,,,,,,island_municipality,離島
S0062,015181,北海道,利尻町,municipality,D,hokkaido,https://www.town.rishiri.hokkaido.jp/,,,,,,island_municipality,離島
S0063,014591,北海道,美瑛町,municipality,D,hokkaido,https://town.biei.hokkaido.jp/,,,,,,ui_diversity,観光地
S0064,013951,北海道,ニセコ町,municipality,D,hokkaido,https://www.town.niseko.lg.jp/,,,,,,ui_diversity,国際観光地
S0065,041009,宮城県,仙台市,municipality,A,tohoku,https://www.city.sendai.jp/,,,,,,designated_city,政令指定都市
S0066,042021,宮城県,石巻市,municipality,C,tohoku,https://www.city.ishinomaki.lg.jp/,,,,,,regional_balance,人口約13万
S0067,042153,宮城県,大崎市,municipality,C,tohoku,https://www.city.osaki.miyagi.jp/,,,,,,regional_balance,人口約12万
S0068,043028,宮城県,七ヶ宿町,municipality,D,tohoku,https://town.shichikashuku.miyagi.jp/,,,,,,rural_representative,過疎地域
S0069,022012,青森県,青森市,municipality,B,tohoku,https://www.city.aomori.aomori.jp/,,,,,,core_city,中核市・県庁所在地
S0070,022039,青森県,八戸市,municipality,B,tohoku,https://www.city.hachinohe.aomori.jp/,,,,,,core_city,中核市
S0071,022021,青森県,弘前市,municipality,C,tohoku,https://www.city.hirosaki.aomori.jp/,,,,,,regional_balance,人口約16万
S0072,023434,青森県,西目屋村,municipality,D,tohoku,https://www.nishimeya.jp/,,,,,,rural_representative,過疎地域
S0073,032018,岩手県,盛岡市,municipality,B,tohoku,https://www.city.morioka.iwate.jp/,,,,,,core_city,中核市・県庁所在地
S0074,032093,岩手県,一関市,municipality,C,tohoku,https://www.city.ichinoseki.iwate.jp/,,,,,,regional_balance,人口約10万
S0075,034843,岩手県,田野畑村,municipality,D,tohoku,https://www.vill.tanohata.iwate.jp/,,,,,,rural_representative,過疎地域
S0076,052019,秋田県,秋田市,municipality,B,tohoku,https://www.city.akita.lg.jp/,,,,,,core_city,中核市・県庁所在地
S0077,052035,秋田県,横手市,municipality,C,tohoku,https://www.city.yokote.lg.jp/,,,,,,regional_balance,人口約8万
S0078,052043,秋田県,大館市,municipality,C,tohoku,https://www.city.odate.lg.jp/,,,,,,regional_balance,人口約6万
S0079,054640,秋田県,東成瀬村,municipality,D,tohoku,https://www.higashinaruse.com/,,,,,,rural_representative,過疎地域
S0080,062014,山形県,山形市,municipality,B,tohoku,https://www.city.yamagata-yamagata.lg.jp/,,,,,,core_city,中核市・県庁所在地
S0081,062031,山形県,鶴岡市,municipality,C,tohoku,https://www.city.tsuruoka.lg.jp/,,,,,,regional_balance,人口約11万
S0082,063657,山形県,大蔵村,municipality,D,tohoku,https://www.vill.ohkura.yamagata.jp/,,,,,,rural_representative,過疎地域
S0083,072010,福島県,福島市,municipality,B,tohoku,https://www.city.fukushima.fukushima.jp/,,,,,,core_city,中核市・県庁所在地
S0084,072036,福島県,郡山市,municipality,B,tohoku,https://www.city.koriyama.lg.jp/,,,,,,core_city,中核市
S0085,072044,福島県,いわき市,municipality,B,tohoku,https://www.city.iwaki.lg.jp/,,,,,,core_city,中核市
S0086,072028,福島県,会津若松市,municipality,C,tohoku,https://www.city.aizuwakamatsu.fukushima.jp/,,,,,,regional_balance,人口約11万
S0087,072079,福島県,須賀川市,municipality,C,tohoku,https://www.city.sukagawa.fukushima.jp/,,,,,,regional_balance,人口約7万
S0088,072052,福島県,白河市,municipality,C,tohoku,https://www.city.shirakawa.fukushima.jp/,,,,,,regional_balance,人口約5万
S0089,073644,福島県,檜枝岐村,municipality,D,tohoku,https://www.vill.hinoemata.lg.jp/,,,,,,rural_representative,過疎地域
S0090,074446,福島県,三島町,municipality,D,tohoku,https://www.town.mishima.fukushima.jp/,,,,,,rural_representative,過疎地域
S0091,074454,福島県,金山町,municipality,D,tohoku,https://www.town.kaneyama.fukushima.jp/,,,,,,rural_representative,過疎地域
S0092,075647,福島県,飯舘村,municipality,D,tohoku,https://www.vill.iitate.fukushima.jp/,,,,,,rural_representative,原発事故避難地域
S0093,111007,埼玉県,さいたま市,municipality,A,kanto,https://www.city.saitama.jp/,,,,,,designated_city,政令指定都市
S0094,121002,千葉県,千葉市,municipality,A,kanto,https://www.city.chiba.jp/,,,,,,designated_city,政令指定都市
S0095,141003,神奈川県,横浜市,municipality,A,kanto,https://www.city.yokohama.lg.jp/,,,,,,designated_city,政令指定都市
S0096,141305,神奈川県,川崎市,municipality,A,kanto,https://www.city.kawasaki.jp/,,,,,,designated_city,政令指定都市
S0097,141500,神奈川県,相模原市,municipality,A,kanto,https://www.city.sagamihara.kanagawa.jp/,,,,,,designated_city,政令指定都市
S0098,082015,茨城県,水戸市,municipality,B,kanto,https://www.city.mito.lg.jp/,,,,,,core_city,中核市・県庁所在地
S0099,092011,栃木県,宇都宮市,municipality,B,kanto,https://www.city.utsunomiya.tochigi.jp/,,,,,,core_city,中核市・県庁所在地
S0100,102016,群馬県,前橋市,municipality,B,kanto,https://www.city.maebashi.gunma.jp/,,,,,,core_city,中核市・県庁所在地
S0101,102024,群馬県,高崎市,municipality,B,kanto,https://www.city.takasaki.gunma.jp/,,,,,,core_city,中核市
S0102,112011,埼玉県,川越市,municipality,B,kanto,https://www.city.kawagoe.saitama.jp/,,,,,,core_city,中核市
S0103,112224,埼玉県,越谷市,municipality,B,kanto,https://www.city.koshigaya.saitama.jp/,,,,,,core_city,中核市
S0104,112038,埼玉県,川口市,municipality,B,kanto,https://www.city.kawaguchi.lg.jp/,,,,,,core_city,中核市
S0105,122041,千葉県,船橋市,municipality,B,kanto,https://www.city.funabashi.lg.jp/,,,,,,core_city,中核市
S0106,122173,千葉県,柏市,municipality,B,kanto,https://www.city.kashiwa.lg.jp/,,,,,,core_city,中核市
S0107,142018,神奈川県,横須賀市,municipality,B,kanto,https://www.city.yokosuka.kanagawa.jp/,,,,,,core_city,中核市
S0108,131016,東京都,千代田区,municipality,C,kanto,https://www.city.chiyoda.lg.jp/,,,,,,special_ward,特別区
S0109,131024,東京都,中央区,municipality,C,kanto,https://www.city.chuo.lg.jp/,,,,,,special_ward,特別区
S0110,131032,東京都,港区,municipality,C,kanto,https://www.city.minato.tokyo.jp/,,,,,,special_ward,特別区
S0111,131041,東京都,新宿区,municipality,C,kanto,https://www.city.shinjuku.lg.jp/,,,,,,special_ward,特別区
S0112,131059,東京都,文京区,municipality,C,kanto,https://www.city.bunkyo.lg.jp/,,,,,,special_ward,特別区
S0113,131067,東京都,台東区,municipality,C,kanto,https://www.city.taito.lg.jp/,,,,,,special_ward,特別区
S0114,131075,東京都,墨田区,municipality,C,kanto,https://www.city.sumida.lg.jp/,,,,,,special_ward,特別区
S0115,131091,東京都,品川区,municipality,C,kanto,https://www.city.shinagawa.tokyo.jp/,,,,,,special_ward,特別区
S0116,131105,東京都,目黒区,municipality,C,kanto,https://www.city.meguro.tokyo.jp/,,,,,,special_ward,特別区
S0117,131121,東京都,世田谷区,municipality,C,kanto,https://www.city.setagaya.lg.jp/,,,,,,special_ward,特別区
S0118,131130,東京都,渋谷区,municipality,C,kanto,https://www.city.shibuya.tokyo.jp/,,,,,,special_ward,特別区
S0119,131148,東京都,中野区,municipality,C,kanto,https://www.city.tokyo-nakano.lg.jp/,,,,,,special_ward,特別区
S0120,131156,東京都,杉並区,municipality,C,kanto,https://www.city.suginami.tokyo.jp/,,,,,,special_ward,特別区
S0121,131164,東京都,豊島区,municipality,C,kanto,https://www.city.toshima.lg.jp/,,,,,,special_ward,特別区
S0122,131211,東京都,足立区,municipality,C,kanto,https://www.city.adachi.tokyo.jp/,,,,,,special_ward,特別区
S0123,132012,東京都,八王子市,municipality,B,kanto,https://www.city.hachioji.tokyo.jp/,,,,,,core_city,中核市
S0124,132098,東京都,町田市,municipality,C,kanto,https://www.city.machida.tokyo.jp/,,,,,,population_top,人口約43万
S0125,132063,東京都,府中市,municipality,C,kanto,https://www.city.fuchu.tokyo.jp/,,,,,,regional_balance,人口約26万
S0126,082023,茨城県,日立市,municipality,C,kanto,https://www.city.hitachi.lg.jp/,,,,,,regional_balance,人口約16万
S0127,082201,茨城県,つくば市,municipality,C,kanto,https://www.city.tsukuba.lg.jp/,,,,,,population_top,人口約25万
S0128,112089,埼玉県,所沢市,municipality,C,kanto,https://www.city.tokorozawa.saitama.jp/,,,,,,regional_balance,人口約34万
S0129,112216,埼玉県,草加市,municipality,C,kanto,https://www.city.soka.saitama.jp/,,,,,,regional_balance,人口約25万
S0130,122033,千葉県,市川市,municipality,C,kanto,https://www.city.ichikawa.lg.jp/,,,,,,population_top,人口約50万
S0131,122076,千葉県,松戸市,municipality,C,kanto,https://www.city.matsudo.chiba.jp/,,,,,,population_top,人口約50万
S0132,122271,千葉県,浦安市,municipality,C,kanto,https://www.city.urayasu.lg.jp/,,,,,,regional_balance,人口約17万
S0133,092088,栃木県,小山市,municipality,C,kanto,https://www.city.oyama.tochigi.jp/,,,,,,regional_balance,人口約16万
S0134,112020,埼玉県,熊谷市,municipality,C,kanto,https://www.city.kumagaya.lg.jp/,,,,,,regional_balance,人口約19万
S0135,112143,埼玉県,春日部市,municipality,C,kanto,https://www.city.kasukabe.lg.jp/,,,,,,regional_balance,人口約23万
S0136,142034,神奈川県,平塚市,municipality,C,kanto,https://www.city.hiratsuka.kanagawa.jp/,,,,,,regional_balance,人口約25万
S0137,142051,神奈川県,藤沢市,municipality,C,kanto,https://www.city.fujisawa.kanagawa.jp/,,,,,,population_top,人口約44万
S0138,142042,神奈川県,鎌倉市,municipality,C,kanto,https://www.city.kamakura.kanagawa.jp/,,,,,,ui_diversity,歴史都市
S0139,134210,東京都,小笠原村,municipality,D,kanto,https://www.vill.ogasawara.tokyo.jp/,,,,,,island_municipality,離島
S0140,133078,東京都,檜原村,municipality,D,kanto,https://www.vill.hinohara.tokyo.jp/,,,,,,rural_representative,東京唯一の村（島嶼除く）
S0141,133086,東京都,奥多摩町,municipality,D,kanto,https://www.town.okutama.tokyo.jp/,,,,,,rural_representative,過疎地域
S0142,133647,東京都,神津島村,municipality,D,kanto,https://vill.kouzushima.tokyo.jp/,,,,,,island_municipality,離島
S0143,143413,神奈川県,大磯町,municipality,D,kanto,https://www.town.oiso.kanagawa.jp/,,,,,,regional_balance,人口約3万
S0144,143014,神奈川県,葉山町,municipality,D,kanto,https://www.town.hayama.lg.jp/,,,,,,ui_diversity,人口約3万
S0145,094072,栃木県,那須町,municipality,D,kanto,https://www.town.nasu.lg.jp/,,,,,,regional_balance,人口約2万
S0146,112071,埼玉県,秩父市,municipality,D,kanto,https://www.city.chichibu.lg.jp/,,,,,,rural_representative,山間部
S0147,082031,茨城県,土浦市,municipality,C,kanto,https://www.city.tsuchiura.lg.jp/,,,,,,regional_balance,人口約14万
S0148,151009,新潟県,新潟市,municipality,A,chubu,https://www.city.niigata.lg.jp/,,,,,,designated_city,政令指定都市
S0149,221007,静岡県,静岡市,municipality,A,chubu,https://www.city.shizuoka.lg.jp/,,,,,,designated_city,政令指定都市
S0150,221309,静岡県,浜松市,municipality,A,chubu,https://www.city.hamamatsu.shizuoka.jp/,,,,,,designated_city,政令指定都市
S0151,231002,愛知県,名古屋市,municipality,A,chubu,https://www.city.nagoya.jp/,,,,,,designated_city,政令指定都市
S0152,162019,富山県,富山市,municipality,B,chubu,https://www.city.toyama.lg.jp/,,,,,,core_city,中核市・県庁所在地
S0153,172014,石川県,金沢市,municipality,B,chubu,https://www4.city.kanazawa.lg.jp/,,,,,,core_city,中核市・県庁所在地
S0154,182010,福井県,福井市,municipality,B,chubu,https://www.city.fukui.lg.jp/,,,,,,core_city,中核市・県庁所在地
S0155,192015,山梨県,甲府市,municipality,B,chubu,https://www.city.kofu.yamanashi.jp/,,,,,,core_city,中核市・県庁所在地
S0156,202011,長野県,長野市,municipality,B,chubu,https://www.city.nagano.nagano.jp/,,,,,,core_city,中核市・県庁所在地
S0157,212016,岐阜県,岐阜市,municipality,B,chubu,https://www.city.gifu.lg.jp/,,,,,,core_city,中核市・県庁所在地
S0158,202029,長野県,松本市,municipality,B,chubu,https://www.city.matsumoto.nagano.jp/,,,,,,core_city,中核市
S0159,232017,愛知県,豊橋市,municipality,B,chubu,https://www.city.toyohashi.lg.jp/,,,,,,core_city,中核市
S0160,232025,愛知県,岡崎市,municipality,B,chubu,https://www.city.okazaki.lg.jp/,,,,,,core_city,中核市
S0161,232114,愛知県,豊田市,municipality,B,chubu,https://www.city.toyota.aichi.jp/,,,,,,core_city,中核市
S0162,152021,新潟県,長岡市,municipality,C,chubu,https://www.city.nagaoka.niigata.jp/,,,,,,population_top,人口約26万
S0163,152226,新潟県,上越市,municipality,C,chubu,https://www.city.joetsu.niigata.jp/,,,,,,regional_balance,人口約18万
S0164,162027,富山県,高岡市,municipality,C,chubu,https://www.city.takaoka.toyama.jp/,,,,,,regional_balance,人口約16万
S0165,172031,石川県,小松市,municipality,C,chubu,https://www.city.komatsu.lg.jp/,,,,,,regional_balance,人口約10万
S0166,172103,石川県,白山市,municipality,C,chubu,https://www.city.hakusan.ishikawa.jp/,,,,,,regional_balance,人口約11万
S0167,182028,福井県,敦賀市,municipality,C,chubu,https://www.city.tsuruga.lg.jp/,,,,,,regional_balance,人口約6万
S0168,192023,山梨県,富士吉田市,municipality,D,chubu,https://www.city.fujiyoshida.yamanashi.jp/,,,,,,regional_balance,人口約4万
S0169,202037,長野県,上田市,municipality,C,chubu,https://www.city.ueda.nagano.jp/,,,,,,regional_balance,人口約15万
S0170,202053,長野県,飯田市,municipality,C,chubu,https://www.city.iida.lg.jp/,,,,,,regional_balance,人口約9万
S0171,212024,岐阜県,大垣市,municipality,C,chubu,https://www.city.ogaki.lg.jp/,,,,,,regional_balance,人口約15万
S0172,212148,岐阜県,各務原市,municipality,C,chubu,https://www.city.kakamigahara.lg.jp/,,,,,,regional_balance,人口約14万
S0173,222101,静岡県,富士市,municipality,C,chubu,https://www.city.fuji.shizuoka.jp/,,,,,,population_top,人口約24万
S0174,222038,静岡県,沼津市,municipality,C,chubu,https://www.city.numazu.shizuoka.jp/,,,,,,regional_balance,人口約18万
S0175,222119,静岡県,磐田市,municipality,C,chubu,https://www.city.iwata.shizuoka.jp/,,,,,,regional_balance,人口約16万
S0176,232033,愛知県,一宮市,municipality,C,chubu,https://www.city.ichinomiya.aichi.jp/,,,,,,population_top,人口約38万
S0177,232068,愛知県,春日井市,municipality,C,chubu,https://www.city.kasugai.lg.jp/,,,,,,population_top,人口約31万
S0178,152242,新潟県,佐渡市,municipality,D,chubu,https://www.city.sado.niigata.jp/,,,,,,island_municipality,離島
S0179,152170,新潟県,妙高市,municipality,D,chubu,https://www.city.myoko.niigata.jp/,,,,,,rural_representative,人口約2万
S0180,162108,富山県,南砺市,municipality,D,chubu,https://www.city.nanto.toyama.jp/,,,,,,rural_representative,人口約4万
S0181,174637,石川県,能登町,municipality,D,chubu,https://www.town.noto.lg.jp/,,,,,,rural_representative,能登半島
S0182,172057,石川県,珠洲市,municipality,D,chubu,https://www.city.suzu.lg.jp/,,,,,,rural_representative,能登半島先端
S0183,204102,長野県,根羽村,municipality,D,chubu,https://www.vill.neba.nagano.jp/,,,,,,rural_representative,過疎地域
S0184,204145,長野県,泰阜村,municipality,D,chubu,https://www.vill.yasuoka.nagano.jp/,,,,,,rural_representative,過疎地域
S0185,216046,岐阜県,白川村,municipality,D,chubu,https://shirakawa-go.org/,,,,,,ui_diversity,世界遺産
S0186,224286,静岡県,川根本町,municipality,D,chubu,https://www.town.kawanehon.shizuoka.jp/,,,,,,rural_representative,過疎地域
S0187,235628,愛知県,東栄町,municipality,D,chubu,https://www.town.toei.aichi.jp/,,,,,,rural_representative,過疎地域
S0188,261009,京都府,京都市,municipality,A,kinki,https://www.city.kyoto.lg.jp/,,,,,,designated_city,政令指定都市
S0189,271004,大阪府,大阪市,municipality,A,kinki,https://www.city.osaka.lg.jp/,,,,,,designated_city,政令指定都市
S0190,271403,大阪府,堺市,municipality,A,kinki,https://www.city.sakai.lg.jp/,,,,,,designated_city,政令指定都市
S0191,281000,兵庫県,神戸市,municipality,A,kinki,https://www.city.kobe.lg.jp/,,,,,,designated_city,政令指定都市
S0192,242012,三重県,津市,municipality,C,kinki,https://www.info.city.tsu.mie.jp/,,,,,,prefecture_capital,県庁所在地
S0193,252018,滋賀県,大津市,municipality,B,kinki,https://www.city.otsu.lg.jp/,,,,,,core_city,中核市・県庁所在地
S0194,292010,奈良県,奈良市,municipality,B,kinki,https://www.city.nara.lg.jp/,,,,,,core_city,中核市・県庁所在地
S0195,302015,和歌山県,和歌山市,municipality,B,kinki,https://www.city.wakayama.wakayama.jp/,,,,,,core_city,中核市・県庁所在地
S0196,272272,大阪府,東大阪市,municipality,B,kinki,https://www.city.higashiosaka.lg.jp/,,,,,,core_city,中核市
S0197,272035,大阪府,豊中市,municipality,B,kinki,https://www.city.toyonaka.osaka.jp/,,,,,,core_city,中核市
S0198,272078,大阪府,高槻市,municipality,B,kinki,https://www.city.takatsuki.osaka.jp/,,,,,,core_city,中核市
S0199,272108,大阪府,枚方市,municipality,B,kinki,https://www.city.hirakata.osaka.jp/,,,,,,core_city,中核市
S0200,272124,大阪府,八尾市,municipality,B,kinki,https://www.city.yao.osaka.jp/,,,,,,core_city,中核市
S0201,282014,兵庫県,姫路市,municipality,B,kinki,https://www.city.himeji.lg.jp/,,,,,,core_city,中核市
S0202,282022,兵庫県,尼崎市,municipality,B,kinki,https://www.city.amagasaki.hyogo.jp/,,,,,,core_city,中核市
S0203,282049,兵庫県,西宮市,municipality,B,kinki,https://www.nishi.or.jp/,,,,,,core_city,中核市
S0204,242021,三重県,四日市市,municipality,C,kinki,https://www.city.yokkaichi.lg.jp/,,,,,,population_top,人口約31万
S0205,242039,三重県,伊勢市,municipality,C,kinki,https://www.city.ise.mie.jp/,,,,,,regional_balance,人口約12万
S0206,242071,三重県,鈴鹿市,municipality,C,kinki,https://www.city.suzuka.lg.jp/,,,,,,regional_balance,人口約19万
S0207,252069,滋賀県,草津市,municipality,C,kinki,https://www.city.kusatsu.shiga.jp/,,,,,,regional_balance,人口約14万
S0208,252026,滋賀県,彦根市,municipality,C,kinki,https://www.city.hikone.lg.jp/,,,,,,regional_balance,人口約11万
S0209,262048,京都府,宇治市,municipality,C,kinki,https://www.city.uji.kyoto.jp/,,,,,,regional_balance,人口約18万
S0210,262021,京都府,舞鶴市,municipality,C,kinki,https://www.city.maizuru.kyoto.jp/,,,,,,regional_balance,人口約7万
S0211,272051,大阪府,吹田市,municipality,B,kinki,https://www.city.suita.osaka.jp/,,,,,,core_city,中核市
S0212,272159,大阪府,寝屋川市,municipality,C,kinki,https://www.city.neyagawa.osaka.jp/,,,,,,regional_balance,人口約23万
S0213,282031,兵庫県,明石市,municipality,B,kinki,https://www.city.akashi.lg.jp/,,,,,,core_city,中核市
S0214,282103,兵庫県,加古川市,municipality,C,kinki,https://www.city.kakogawa.lg.jp/,,,,,,regional_balance,人口約26万
S0215,292052,奈良県,橿原市,municipality,C,kinki,https://www.city.kashihara.nara.jp/,,,,,,regional_balance,人口約12万
S0216,292095,奈良県,生駒市,municipality,C,kinki,https://www.city.ikoma.lg.jp/,,,,,,regional_balance,人口約11万
