sample_id,prefecture,municipality_name,layer,population_category,page_type,url,fetch_timestamp,http_status,final_url,page_title,lang_attribute,cms_fingerprint,tech_vendor,has_skip_link,has_hamburger_menu,has_global_nav,global_nav_variant,has_search,search_variant,has_breadcrumb,has_local_nav,has_emergency_notice,emergency_variant,has_news_list,has_pager,has_card_layout,has_hero_carousel,hero_carousel_variant,has_footer_sitemap,has_accessibility_link,accessibility_url,has_color_inversion,has_custom_font_size,custom_font_size_variant,has_article_meta,has_toc,has_attachment_list,attachment_variant,hosting_clue,known_rewrite,contrast_risk_hint,notes,screenshot_path,screenshot_hash
S0214,兵庫県,加古川市,municipality,C,article,https://www.city.kakogawa.lg.jp/shisei/koho/,2026-02-16T09:30:00+09:00,200,https://www.city.kakogawa.lg.jp/shisei/koho/,広報かこがわ,ja,SMART CMS,SmartValue,true,true,true,3cat_horizontal,true,keyword,true,true,false,,true,false,false,false,,true,true,,false,true,ReadSpeaker+ふりがな+font_size+背景色,true,false,true,PDF,,,,広報かこがわバックナンバー,,
S0215,奈良県,橿原市,municipality,C,top,https://www.city.kashihara.nara.jp/,2026-02-16T09:30:00+09:00,200,https://www.city.kashihara.nara.jp/,橿原市公式ホームページ,ja,SMART CMS,SmartValue,true,true,true,6cat_horizontal,true,keyword,false,false,true,緊急情報,true,false,true,true,carousel,true,true,,false,true,tsutaeruMO,false,false,false,,,,,GTM(GTM-5RLBM6Q); tsutaeru.cloud,,
S0215,奈良県,橿原市,municipality,C,contact,https://www.city.kashihara.nara.jp/soshiki/,2026-02-16T09:30:00+09:00,200,https://www.city.kashihara.nara.jp/soshiki/,組織から探す,ja,SMART CMS,SmartValue,true,true,true,6cat_horizontal,true,keyword,true,false,false,,false,false,false,false,,true,true,,false,true,tsutaeruMO,false,false,false,,,,,組織一覧,,
S0215,奈良県,橿原市,municipality,C,service,https://www.city.kashihara.nara.jp/soshiki/1036/gyomu/4/1/95.html,2026-02-16T09:30:00+09:00,200,https://www.city.kashihara.nara.jp/soshiki/1036/gyomu/4/1/95.html,児童手当,ja,SMART CMS,SmartValue,true,true,true,6cat_horizontal,true,keyword,true,true,false,,false,false,false,false,,true,true,,false,true,tsutaeruMO,true,false,true,PDF,,,,児童手当案内,,
S0215,奈良県,橿原市,municipality,C,hub,https://www.city.kashihara.nara.jp/kurashi/,2026-02-16T09:30:00+09:00,200,https://www.city.kashihara.nara.jp/kurashi/,くらし・手続き,ja,SMART CMS,SmartValue,true,true,true,6cat_horizontal,true,keyword,true,false,false,,false,false,true,false,,true,true,,false,true,tsutaeruMO,false,false,false,,,,,くらしカテゴリ,,
S0215,奈良県,橿原市,municipality,C,article,https://www.city.kashihara.nara.jp/shisei/koho/,2026-02-16T09:30:00+09:00,200,https://www.city.kashihara.nara.jp/shisei/koho/,広報かしはら,ja,SMART CMS,SmartValue,true,true,true,6cat_horizontal,true,keyword,true,true,false,,true,false,false,false,,true,true,,false,true,tsutaeruMO,true,false,true,PDF,,,,広報かしはらバックナンバー,,
S0216,奈良県,生駒市,municipality,C,top,https://www.city.ikoma.lg.jp/,2026-02-16T09:30:00+09:00,200,https://www.city.ikoma.lg.jp/,生駒市公式ホームページ,ja,,custom,true,true,true,9cat_horizontal,true,keyword,false,false,true,林野火災警報,true,false,true,true,carousel,true,true,,false,true,ReadSpeaker+font_size+背景色,false,false,false,,,,,GA(GA-P8P6Y68K19),,
S0216,奈良県,生駒市,municipality,C,contact,https://www.city.ikoma.lg.jp/soshiki/,2026-02-16T09:30:00+09:00,200,https://www.city.ikoma.lg.jp/soshiki/,組織から探す,ja,,custom,true,true,true,9cat_horizontal,true,keyword,true,false,false,,false,false,false,false,,true,true,,false,true,ReadSpeaker+font_size+背景色,false,false,false,,,,,組織一覧,,
S0216,奈良県,生駒市,municipality,C,service,https://www.city.ikoma.lg.jp/0000000944.html,2026-02-16T09:30:00+09:00,200,https://www.city.ikoma.lg.jp/0000000944.html,児童手当,ja,,custom,true,true,true,9cat_horizontal,true,keyword,true,true,false,,false,false,false,false,,true,true,,false,true,ReadSpeaker+font_size+背景色,true,false,true,PDF,,,,児童手当案内,,
S0216,奈良県,生駒市,municipality,C,hub,https://www.city.ikoma.lg.jp/kurashi/,2026-02-16T09:30:00+09:00,200,https://www.city.ikoma.lg.jp/kurashi/,くらし・手続き,ja,,custom,true,true,true,9cat_horizontal,true,keyword,true,false,false,,false,false,true,false,,true,true,,false,true,ReadSpeaker+font_size+背景色,false,false,false,,,,,くらしカテゴリ,,
S0216,奈良県,生駒市,municipality,C,article,https://www.city.ikoma.lg.jp/shisei/koho/,2026-02-16T09:30:00+09:00,200,https://www.city.ikoma.lg.jp/shisei/koho/,広報いこま,ja,,custom,true,true,true,9cat_horizontal,true,keyword,true,true,false,,true,false,false,false,,true,true,,false,true,ReadSpeaker+font_size+背景色,true,false,true,PDF,,,,広報いこまバックナンバー,,
S0217,和歌山県,田辺市,municipality,C,top,https://www.city.tanabe.lg.jp/,2026-02-16T09:30:00+09:00,200,https://www.city.tanabe.lg.jp/,和歌山県 田辺市ホームページ,ja,,custom,false,false,true,9cat_horizontal,false,,false,false,true,安心・安全情報,true,false,true,true,Flexslider,false,false,,false,true,font_size(拡大/標準),false,false,false,,,,,GA(UA-10955397-1); jQuery+Spry; FB; Machiroアプリ,,
S0217,和歌山県,田辺市,municipality,C,contact,https://www.city.tanabe.lg.jp/soshiki/,2026-02-16T09:30:00+09:00,200,https://www.city.tanabe.lg.jp/soshiki/,組織から探す,ja,,custom,false,false,true,9cat_horizontal,false,,true,false,false,,false,false,false,false,,false,false,,false,true,font_size(拡大/標準),false,false,false,,,,,組織一覧,,
S0217,和歌山県,田辺市,municipality,C,service,https://www.city.tanabe.lg.jp/shimin/jidou_teate.html,2026-02-16T09:30:00+09:00,200,https://www.city.tanabe.lg.jp/shimin/jidou_teate.html,児童手当について,ja,,custom,false,false,true,9cat_horizontal,false,,true,true,false,,false,false,false,false,,false,false,,false,true,font_size(拡大/標準),true,false,true,PDF,,,,児童手当案内; 市民課,,
S0217,和歌山県,田辺市,municipality,C,hub,https://www.city.tanabe.lg.jp/kurashi/,2026-02-16T09:30:00+09:00,200,https://www.city.tanabe.lg.jp/kurashi/,くらし,ja,,custom,false,false,true,9cat_horizontal,false,,true,false,false,,false,false,true,false,,false,false,,false,true,font_size(拡大/標準),false,false,false,,,,,くらしカテゴリ,,
S0217,和歌山県,田辺市,municipality,C,article,https://www.city.tanabe.lg.jp/kouhou/,2026-02-16T09:30:00+09:00,200,https://www.city.tanabe.lg.jp/kouhou/,広報田辺,ja,,custom,false,false,true,9cat_horizontal,false,,true,true,false,,true,false,false,false,,false,false,,false,true,font_size(拡大/標準),true,false,true,PDF,,,,広報田辺バックナンバー,,
S0218,三重県,尾鷲市,municipality,D,top,https://www.city.owase.lg.jp/,2026-02-16T09:30:00+09:00,200,https://www.city.owase.lg.jp/,尾鷲市,ja,cmsfiles,custom,true,true,true,8cat_horizontal,true,keyword,false,false,true,緊急情報(クマ目撃),true,false,true,true,9-slide_carousel,true,true,,true,true,font_size+反転,false,false,false,,,,,GA(UA-52496755-1)+G-N21N4CLJS5; Google_Translate; tsutaeru.cloud; SNS=FB+IG+LINE+X+YT,,
S0218,三重県,尾鷲市,municipality,D,contact,https://www.city.owase.lg.jp/soshiki/,2026-02-16T09:30:00+09:00,200,https://www.city.owase.lg.jp/soshiki/,組織から探す,ja,cmsfiles,custom,true,true,true,8cat_horizontal,true,keyword,true,false,false,,false,false,false,false,,true,true,,true,true,font_size+反転,false,false,false,,,,,組織一覧,,
S0218,三重県,尾鷲市,municipality,D,service,https://www.city.owase.lg.jp/owasewanpaku/0000004368.html,2026-02-16T09:30:00+09:00,200,https://www.city.owase.lg.jp/owasewanpaku/0000004368.html,児童手当について,ja,cmsfiles,custom,true,true,true,8cat_horizontal,true,keyword,true,true,false,,false,false,false,false,,true,true,,true,true,font_size+反転,true,false,true,PDF,,,,児童手当案内,,
S0218,三重県,尾鷲市,municipality,D,hub,https://www.city.owase.lg.jp/kurashi/,2026-02-16T09:30:00+09:00,200,https://www.city.owase.lg.jp/kurashi/,くらし,ja,cmsfiles,custom,true,true,true,8cat_horizontal,true,keyword,true,false,false,,false,false,true,false,,true,true,,true,true,font_size+反転,false,false,false,,,,,くらしカテゴリ,,
S0218,三重県,尾鷲市,municipality,D,article,https://www.city.owase.lg.jp/shisei/koho/,2026-02-16T09:30:00+09:00,200,https://www.city.owase.lg.jp/shisei/koho/,広報おわせ,ja,cmsfiles,custom,true,true,true,8cat_horizontal,true,keyword,true,true,false,,true,false,false,false,,true,true,,true,true,font_size+反転,true,false,true,PDF,,,,広報おわせバックナンバー,,
